"mg_acc","FSA","origin_date","property_type","purchase_price","amort_period","loan_size","interest_rate","TDS","default","Sample"
551580,"V7A",2012-11-09,"semi-detached/row/town-houses",999000,"25 years",789210,1.79,0.233434874679514,0,"Estimation"
419562,"V7A",2012-11-05,"detached",1628000,"25 years",1221000,1.71,0.43124227416682,NA,"Holdout"
49840,"V7A",2016-05-20,"apartment",739000,"25 years",591200,1.22,0.41880105167765,1,"Validation"
747466,"V7A",2016-10-20,"semi-detached/row/town-houses",703000,"25 years",541310,2.89,0.341014661750535,0,"Estimation"
778486,"V7A",2017-08-24,"apartment",646000,"25 years",497420,1.57,0.438711347349245,1,"Estimation"
549257,"V7A",2014-07-02,"semi-detached/row/town-houses",9e+05,"25 years",720000,2.07,0.442780260411046,NA,"Holdout"
923889,"V7A",2011-01-25,"semi-detached/row/town-houses",922000,"30 years",728380,1.35,0.386105823872579,0,"Estimation"
605764,"V7A",2012-10-02,"semi-detached/row/town-houses",1029000,"25 years",823200,1.64,0.449191613089938,1,"Estimation"
186528,"V7A",2013-02-16,"apartment",530000,"25 years",413400,2.16,0.352114472879511,NA,"Holdout"
420660,"V7A",2015-11-20,"apartment",647000,"25 years",498190,2.83,0.449754364426109,NA,"Holdout"
880467,"V7C",2017-07-05,"apartment",565000,"25 years",440700,2.46,0.430618147862326,0,"Validation"
497498,"V7C",2018-07-18,"semi-detached/row/town-houses",690000,"25 years",503700,2.55,0.262338906025023,0,"Estimation"
16428,"V7C",2016-12-11,"apartment",732000,"25 years",556320,1.8,0.441175060360527,1,"Estimation"
309956,"V7C",2012-01-25,"apartment",624000,"30 years",474240,2.21,0.394018462448583,1,"Validation"
560892,"V7C",2017-06-28,"semi-detached/row/town-houses",926000,"25 years",740800,2.29,0.407817450001649,0,"Estimation"
236041,"V7C",2011-08-05,"semi-detached/row/town-houses",724000,"30 years",579200,3.09,0.39611833752523,1,"Estimation"
603478,"V7C",2018-04-08,"apartment",530000,"25 years",424000,2.15,0.33379687876664,1,"Estimation"
6388,"V7C",2015-06-03,"semi-detached/row/town-houses",717000,"25 years",566430,2.14,0.237318022781432,NA,"Holdout"
637381,"V7C",2014-06-28,"semi-detached/row/town-houses",1077000,"25 years",861600,1.64,0.411389460724115,0,"Estimation"
548194,"V7C",2017-12-01,"apartment",625000,"25 years",487500,1.73,0.348459467164536,1,"Estimation"
274549,"V7C",2014-10-16,"apartment",522000,"25 years",407160,2.27,0.155538437999833,NA,"Holdout"
79184,"V7C",2018-01-21,"apartment",733000,"25 years",586400,1.24,0.403247988452725,1,"Estimation"
629387,"V7C",2011-08-12,"apartment",677000,"25 years",528060,1.83,0.32977385026135,0,"Estimation"
853954,"V7C",2012-02-20,"semi-detached/row/town-houses",1064000,"30 years",840560,1.89,0.414369732047631,0,"Validation"
767921,"V7C",2012-01-13,"apartment",493000,"30 years",389470,2.24,0.34938005087016,NA,"Holdout"
931171,"V7C",2014-05-15,"apartment",504000,"25 years",403200,1.73,0.367834183280237,0,"Estimation"
591452,"V7C",2015-04-05,"semi-detached/row/town-houses",813000,"25 years",626010,2.08,0.403319573114861,0,"Estimation"
933849,"V7C",2018-06-22,"semi-detached/row/town-houses",806000,"25 years",628680,2.23,0.219248609342338,NA,"Holdout"
52845,"V7C",2015-01-04,"semi-detached/row/town-houses",695000,"20 years",556000,2.41,0.261839748817949,NA,"Holdout"
583226,"V7C",2013-09-14,"semi-detached/row/town-houses",984000,"25 years",787200,1.97,0.417436989780209,1,"Estimation"
935791,"V7C",2018-12-09,"apartment",573000,"20 years",452670,2.17,0.208935677218672,0,"Validation"
309180,"V7C",2013-12-20,"semi-detached/row/town-houses",737000,"25 years",589600,2.04,0.313441456520788,0,"Estimation"
881063,"V7C",2015-06-28,"semi-detached/row/town-houses",831000,"30 years",664800,1.74,0.306765112182978,0,"Estimation"
926029,"V7C",2011-09-22,"apartment",596000,"25 years",476800,2.17,0.372547253183899,0,"Validation"
636031,"V7C",2014-09-08,"apartment",798000,"25 years",638400,2.11,0.379905913010179,NA,"Holdout"
942790,"V7C",2018-03-24,"semi-detached/row/town-houses",983000,"25 years",786400,2.09,0.379027012074976,1,"Estimation"
220850,"V7C",2018-05-08,"apartment",737000,"25 years",589600,1.24,0.250876322598496,1,"Estimation"
924121,"V7C",2015-01-24,"semi-detached/row/town-houses",702000,"25 years",561600,2.09,0.170668815881941,0,"Estimation"
633059,"V7C",2018-09-17,"apartment",720000,"25 years",576000,1.81,0.322001220751746,NA,"Holdout"
696332,"V7C",2012-01-24,"apartment",609000,"25 years",487200,2.17,0.435184215374958,NA,"Holdout"
715648,"V7C",2017-09-22,"semi-detached/row/town-houses",906000,"30 years",715740,1.33,0.32015297167759,0,"Estimation"
281971,"V7C",2015-12-24,"semi-detached/row/town-houses",791000,"30 years",624890,2.17,0.298508981497462,NA,"Holdout"
761716,"V7C",2018-01-13,"semi-detached/row/town-houses",678000,"20 years",474600,1.33,0.302480592874996,0,"Validation"
578262,"V7C",2016-08-05,"apartment",772000,"25 years",617600,1.97,0.25529677567817,1,"Validation"
826709,"V7C",2015-07-19,"apartment",513000,"25 years",395010,1.92,0.393503017309706,1,"Estimation"
137345,"V7C",2018-07-19,"apartment",509000,"25 years",407200,1.48,0.303722467467695,1,"Validation"
572383,"V7E",2015-03-01,"semi-detached/row/town-houses",784000,"25 years",627200,2.71,0.337830195797202,NA,"Holdout"
483030,"V7E",2013-05-09,"semi-detached/row/town-houses",795000,"30 years",628050,2.4,0.319655420318804,0,"Estimation"
763509,"V7E",2018-08-10,"apartment",616000,"25 years",492800,2.1,0.400456382999467,1,"Estimation"
855075,"V7E",2013-05-12,"apartment",555000,"25 years",444000,1.85,0.242084955580689,1,"Estimation"
866261,"V7E",2016-06-09,"semi-detached/row/town-houses",1035000,"30 years",786600,2.12,0.345226442278064,0,"Estimation"
189016,"V7E",2014-04-15,"apartment",581000,"30 years",458990,3.3,0.401919542241266,NA,"Holdout"
946731,"V7E",2011-03-04,"semi-detached/row/town-houses",824000,"25 years",659200,3,0.411520711460323,0,"Estimation"
672669,"V7E",2015-07-30,"semi-detached/row/town-houses",862000,"25 years",663740,2.35,0.424643888704298,NA,"Holdout"
656225,"V7E",2014-08-09,"detached",1414000,"25 years",1102920,1.47,0.398793469518207,1,"Estimation"
876711,"V7E",2018-07-30,"semi-detached/row/town-houses",688000,"25 years",536640,1.96,0.27057863792022,0,"Estimation"
467384,"V7E",2014-03-23,"semi-detached/row/town-houses",673000,"25 years",511480,2.95,0.401881985027187,NA,"Holdout"
976650,"V7E",2014-12-20,"semi-detached/row/town-houses",991000,"25 years",792800,1.8,0.378001156929906,1,"Estimation"
944413,"V7E",2011-03-06,"semi-detached/row/town-houses",1071000,"25 years",856800,1.39,0.222026138810057,0,"Validation"
359494,"V7E",2018-02-21,"apartment",517000,"25 years",398090,2.13,0.426439523629022,1,"Estimation"
810874,"V7E",2012-10-17,"semi-detached/row/town-houses",1168000,"30 years",934400,1.93,0.427818696840954,1,"Validation"
605936,"V7E",2018-08-27,"apartment",572000,"30 years",440440,2.17,0.396707711708626,NA,"Holdout"
712065,"V7E",2012-04-13,"semi-detached/row/town-houses",847000,"30 years",677600,2.21,0.24182346143915,0,"Estimation"
408076,"V7E",2016-01-11,"apartment",521000,"30 years",416800,1.92,0.300611326142744,1,"Estimation"
519431,"V7E",2014-09-24,"apartment",515000,"25 years",401700,1.72,0.324621675050694,0,"Estimation"
562029,"V7E",2012-11-16,"apartment",611000,"30 years",476580,3.35,0.249451971417988,0,"Estimation"
357605,"V7E",2013-08-12,"apartment",718000,"25 years",574400,1.95,0.30512648760704,1,"Validation"
125091,"V7E",2018-01-27,"apartment",590000,"25 years",472000,2.4,0.377164116444055,0,"Estimation"
615459,"V7E",2016-12-30,"apartment",576000,"25 years",420480,2.45,0.390910857573417,1,"Validation"
113211,"V7G",2015-09-18,"detached",2427000,"25 years",1698900,1.82,0.44756138681055,0,"Estimation"
307134,"V7G",2016-04-27,"semi-detached/row/town-houses",1040000,"25 years",832000,2.5,0.414020148717845,1,"Validation"
194644,"V7J",2012-04-15,"semi-detached/row/town-houses",1550000,"25 years",1209000,2.29,0.409681484333698,NA,"Holdout"
207543,"V7J",2017-05-08,"apartment",940000,"20 years",742600,1.5,0.196736811701518,0,"Validation"
695709,"V7J",2014-04-02,"apartment",1116000,"25 years",814680,2.12,0.407594847650892,1,"Estimation"
556117,"V7L",2017-06-16,"apartment",1015000,"25 years",812000,1.73,0.37583793617065,NA,"Holdout"
287610,"V7L",2017-06-21,"semi-detached/row/town-houses",1140000,"25 years",866400,1.25,0.440060337427826,NA,"Holdout"
750284,"V7L",2016-08-27,"semi-detached/row/town-houses",1336000,"25 years",1068800,1.91,0.447449840863762,NA,"Holdout"
329491,"V7L",2013-12-25,"apartment",1324000,"25 years",1006240,1.84,0.282798767439201,1,"Validation"
547640,"V7M",2017-05-14,"apartment",863000,"25 years",690400,1.61,0.439316122553236,NA,"Holdout"
732564,"V7M",2018-02-12,"apartment",1042000,"30 years",823180,2.34,0.388783577636406,0,"Validation"
651008,"V7M",2017-09-16,"apartment",951000,"25 years",760800,2.43,0.438942488358973,1,"Validation"
28569,"V7M",2015-06-26,"apartment",912000,"20 years",720480,2.14,0.313182963182428,1,"Validation"
490461,"V7M",2018-07-21,"apartment",1204000,"30 years",963200,1.48,0.415506035469183,1,"Validation"
173042,"V7N",2015-03-03,"semi-detached/row/town-houses",1321000,"25 years",977540,2.65,0.367614007501751,0,"Estimation"
27787,"V7P",2015-12-22,"apartment",1361000,"25 years",1088800,1.66,0.292474229873825,1,"Estimation"
924133,"V7P",2018-06-26,"semi-detached/row/town-houses",1075000,"25 years",838500,2.61,0.354325175491291,0,"Validation"
262590,"V7P",2018-10-13,"apartment",1001000,"25 years",800800,1.82,0.335416937846528,NA,"Holdout"
570892,"V7P",2018-12-03,"semi-detached/row/town-houses",1035000,"25 years",828000,1.38,0.383681663914771,NA,"Holdout"
217664,"V7R",2018-04-10,"semi-detached/row/town-houses",1093000,"30 years",808820,1.93,0.384265536947759,0,"Estimation"
330435,"V7T",2015-09-30,"apartment",920000,"25 years",736000,2.25,0.340628478593948,NA,"Holdout"
870523,"V7T",2014-08-07,"semi-detached/row/town-houses",1199000,"25 years",959200,1.88,0.294953173340276,0,"Estimation"
970240,"V7V",2015-08-08,"detached",2608000,"25 years",2034240,2.25,0.419469215950389,1,"Estimation"
349402,"V7V",2015-06-04,"apartment",864000,"25 years",691200,2.2,0.351971111209278,1,"Validation"
639244,"V8A",2011-01-11,"semi-detached/row/town-houses",312000,"25 years",240240,1.7,0.101543034393325,0,"Estimation"
183367,"V8A",2016-03-04,"detached",486000,"20 years",383940,1.74,0.29259792183403,0,"Estimation"
832966,"V8A",2017-10-27,"apartment",216000,"30 years",172800,1.64,0.1221587096086,1,"Validation"
854718,"V8A",2014-08-05,"apartment",184000,"25 years",145360,2.4,0.183448642514203,0,"Validation"
594805,"V8A",2018-02-06,"apartment",211000,"25 years",158250,2.57,0.134368249794789,0,"Validation"
619347,"V8A",2015-01-23,"apartment",232000,"25 years",183280,1.96,0.119239289680117,0,"Validation"
907251,"V8A",2013-04-05,"apartment",291000,"30 years",232800,1.93,0.187815259497774,NA,"Holdout"
462866,"V8A",2017-07-14,"detached",380000,"25 years",304000,2.26,0.0949219373160531,0,"Estimation"
297737,"V8A",2016-05-12,"detached",457000,"25 years",365600,2.58,0.119456173879157,1,"Estimation"
950916,"V8A",2018-05-09,"semi-detached/row/town-houses",277000,"25 years",221600,2.74,0.228870347519025,1,"Estimation"
983629,"V8A",2011-08-14,"detached",397000,"25 years",317600,2,0.322594647432247,0,"Estimation"
301296,"V8A",2018-02-28,"apartment",183000,"25 years",146400,3.05,0.154880208273772,0,"Estimation"
563157,"V8A",2012-06-17,"apartment",263000,"25 years",205140,2.43,0.211052336055795,0,"Estimation"
413503,"V8A",2015-01-30,"detached",269000,"25 years",212510,2.01,0.118245794372485,1,"Estimation"
779706,"V8A",2013-01-23,"apartment",294000,"25 years",235200,2.1,0.207068666780284,NA,"Holdout"
735028,"V8A",2017-01-23,"detached",491000,"25 years",392800,1.77,0.102693316709333,1,"Estimation"
669449,"V8A",2013-06-26,"detached",348000,"30 years",267960,1.47,0.124689119363052,0,"Estimation"
819833,"V8A",2012-10-28,"detached",314000,"30 years",241780,1.42,0.0707208802933033,0,"Estimation"
647046,"V8A",2017-11-17,"detached",450000,"25 years",355500,1.54,0.195567834397645,0,"Validation"
607039,"V8A",2012-12-31,"semi-detached/row/town-houses",230000,"20 years",184000,2.43,0.141824119346981,0,"Estimation"
446551,"V8A",2015-03-21,"detached",291000,"25 years",229890,2.92,0.139851923727711,NA,"Holdout"
67303,"V8A",2018-12-03,"detached",278000,"30 years",214060,3.33,0.258049661475416,0,"Validation"
885752,"V8A",2015-08-17,"detached",482000,"25 years",385600,2,0.164427135964113,0,"Estimation"
54183,"V8A",2016-02-18,"apartment",210000,"30 years",163800,1.86,0.193278593317237,0,"Validation"
343482,"V8A",2012-07-07,"apartment",257000,"30 years",205600,2.58,0.174866391514828,0,"Validation"
35152,"V8A",2016-02-04,"apartment",247000,"25 years",197600,2.16,0.0954659144165706,NA,"Holdout"
652288,"V8A",2014-05-22,"apartment",272000,"25 years",217600,2.22,0.242805208591623,1,"Validation"
734675,"V8A",2011-03-08,"apartment",226000,"25 years",180800,3.02,0.195010642377231,1,"Estimation"
390972,"V8A",2017-10-07,"semi-detached/row/town-houses",282000,"25 years",211500,1.99,0.221562754133215,0,"Validation"
994647,"V8A",2018-11-25,"detached",289000,"25 years",216750,2.31,0.153188073005489,0,"Validation"
44373,"V8B",2011-01-10,"semi-detached/row/town-houses",527000,"30 years",416330,2.53,0.371289871467608,1,"Estimation"
440072,"V8B",2013-08-08,"detached",1015000,"25 years",791700,3.23,0.346437314347666,0,"Estimation"
852101,"V8B",2016-09-28,"apartment",393000,"25 years",314400,2.28,0.171566921566113,NA,"Holdout"
948556,"V8B",2015-01-25,"detached",962000,"25 years",740740,1.86,0.290853785127939,0,"Estimation"
40547,"V8B",2018-05-11,"semi-detached/row/town-houses",576000,"25 years",403200,2.66,0.286393618405195,0,"Validation"
789908,"V8B",2015-09-17,"apartment",425000,"25 years",331500,2.01,0.378996504726502,0,"Validation"
866710,"V8B",2015-08-23,"apartment",464000,"25 years",366560,1.53,0.307628665647878,0,"Estimation"
560505,"V8B",2018-09-19,"semi-detached/row/town-houses",861000,"25 years",680190,1.96,0.285450114935098,1,"Validation"
102979,"V8B",2015-04-11,"detached",799000,"25 years",639200,2.13,0.332669272063987,0,"Estimation"
576429,"V8B",2018-12-10,"semi-detached/row/town-houses",576000,"25 years",460800,1.89,0.26175762980074,0,"Estimation"
977782,"V8B",2016-10-30,"apartment",581000,"30 years",464800,1.85,0.36160017458066,1,"Validation"
39314,"V8B",2014-04-05,"semi-detached/row/town-houses",722000,"25 years",577600,1.76,0.274885601427795,0,"Estimation"
509168,"V8B",2017-07-22,"detached",859000,"25 years",678610,2.06,0.282231233053875,1,"Validation"
605153,"V8B",2017-03-29,"semi-detached/row/town-houses",684000,"25 years",526680,1.94,0.342132973150689,0,"Estimation"
672624,"V8B",2016-05-07,"semi-detached/row/town-houses",627000,"25 years",501600,1.96,0.276130466307964,0,"Estimation"
28714,"V8B",2017-10-14,"semi-detached/row/town-houses",831000,"30 years",664800,2.27,0.282861803490472,NA,"Holdout"
845,"V8B",2018-03-30,"apartment",468000,"25 years",374400,2.8,0.241540294820595,0,"Estimation"
134858,"V8C",2015-12-02,"apartment",239000,"25 years",188810,2.45,0.173911613663562,NA,"Holdout"
337704,"V8C",2013-06-15,"semi-detached/row/town-houses",141000,"25 years",112800,2.18,0.087589197353542,0,"Validation"
103463,"V8C",2017-01-05,"semi-detached/row/town-houses",181000,"25 years",142990,2.26,0.0758923290587691,0,"Estimation"
229401,"V8C",2017-03-04,"apartment",191000,"25 years",152800,2.07,0.184065413685712,1,"Estimation"
677898,"V8C",2014-06-09,"detached",289000,"20 years",208080,1.95,0.0811972483867817,0,"Validation"
43149,"V8C",2013-03-22,"apartment",225000,"25 years",180000,1.98,0.230092951781566,0,"Validation"
755007,"V8C",2015-01-17,"detached",223000,"25 years",178400,2.76,0.146468321914127,0,"Estimation"
102199,"V8C",2016-12-05,"detached",286000,"25 years",228800,2.46,0.108780685310798,0,"Validation"
530285,"V8C",2017-08-19,"detached",221000,"20 years",176800,2.84,0.0930699717724641,0,"Estimation"
570034,"V8C",2017-03-17,"detached",320000,"20 years",256000,2.4,0.150543355238984,0,"Estimation"
981645,"V8C",2017-07-18,"semi-detached/row/town-houses",159000,"25 years",127200,1.74,0.0658561191469615,0,"Estimation"
206453,"V8C",2015-07-28,"detached",246000,"25 years",196800,2.57,0.133747233935956,0,"Validation"
700450,"V8C",2018-08-11,"detached",348000,"25 years",278400,2.25,0.12857254818256,NA,"Holdout"
624393,"V8C",2017-12-24,"detached",322000,"25 years",251160,2.61,0.286355817554027,NA,"Holdout"
599151,"V8C",2018-07-22,"semi-detached/row/town-houses",124000,"20 years",99200,2.59,0.0455964991712384,0,"Estimation"
325161,"V8C",2018-10-14,"apartment",177000,"25 years",141600,2.97,0.127340137012346,NA,"Holdout"
894046,"V8C",2018-12-08,"semi-detached/row/town-houses",168000,"25 years",126000,1.85,0.109558725965407,1,"Estimation"
292666,"V8C",2018-07-04,"detached",250000,"25 years",197500,1.36,0.137882490720835,0,"Estimation"
947,"V8C",2017-06-12,"semi-detached/row/town-houses",165000,"25 years",128700,2.58,0.13206260451592,NA,"Holdout"
372369,"V8C",2015-04-20,"apartment",171000,"30 years",136800,1.55,0.151131327488801,0,"Validation"
847215,"V8G",2014-09-22,"semi-detached/row/town-houses",279000,"25 years",223200,1.56,0.124931545620152,0,"Estimation"
499904,"V8G",2018-08-14,"apartment",229000,"30 years",183200,1.99,0.175231221630933,0,"Estimation"
512472,"V8G",2017-05-09,"apartment",144000,"30 years",112320,2.27,0.120890218351773,0,"Estimation"
599402,"V8G",2011-08-28,"apartment",155000,"30 years",124000,2.49,0.126660784803401,0,"Estimation"
336603,"V8G",2013-08-16,"semi-detached/row/town-houses",225000,"25 years",177750,1.35,0.120467949493554,0,"Estimation"
255316,"V8G",2018-09-18,"detached",437000,"25 years",349600,1.39,0.110967647659628,NA,"Holdout"
101287,"V8G",2013-08-10,"detached",305000,"25 years",231800,2.33,0.206983167956066,0,"Estimation"
947978,"V8G",2016-01-31,"apartment",177000,"30 years",138060,2.66,0.134814913885319,0,"Estimation"
862324,"V8G",2017-11-19,"detached",324000,"20 years",252720,1.41,0.123185924529385,1,"Estimation"
412686,"V8G",2015-09-28,"semi-detached/row/town-houses",233000,"30 years",184070,1.83,0.168546849091501,0,"Estimation"
286875,"V8G",2017-12-18,"semi-detached/row/town-houses",203000,"30 years",162400,2.17,0.0880900222264833,0,"Estimation"
15657,"V8G",2018-07-21,"detached",338000,"25 years",253500,2.03,0.0969159195981477,NA,"Holdout"
432805,"V8G",2017-03-15,"detached",434000,"25 years",342860,2.72,0.18626747641684,0,"Estimation"
18815,"V8G",2015-11-23,"detached",365000,"25 years",288350,1.97,0.158142924612033,0,"Estimation"
20456,"V8G",2018-05-12,"apartment",227000,"25 years",181600,1.42,0.192880143161538,0,"Estimation"
208297,"V8G",2016-01-02,"detached",398000,"25 years",318400,2.35,0.202778868560263,1,"Estimation"
485874,"V8G",2017-04-28,"detached",471000,"25 years",357960,2.56,0.143181111392476,0,"Estimation"
734591,"V8G",2016-11-07,"detached",318000,"20 years",254400,1.96,0.114274945849372,0,"Estimation"
221867,"V8G",2016-04-02,"semi-detached/row/town-houses",253000,"30 years",197340,2.8,0.138382119491291,NA,"Holdout"
14268,"V8G",2016-01-05,"semi-detached/row/town-houses",283000,"25 years",226400,2.25,0.253069830169136,0,"Estimation"
408010,"V8G",2015-07-17,"apartment",150000,"30 years",117000,2,0.116417191891073,0,"Validation"
953286,"V8G",2011-01-17,"detached",376000,"30 years",300800,1.99,0.138578811191349,NA,"Holdout"
274146,"V8G",2014-12-04,"semi-detached/row/town-houses",295000,"30 years",236000,2.01,0.174687667845279,NA,"Holdout"
244651,"V8G",2012-06-15,"detached",446000,"25 years",356800,2.07,0.0985066937348857,0,"Estimation"
645252,"V8G",2016-06-23,"detached",412000,"30 years",309000,3.04,0.268459532965075,0,"Estimation"
691990,"V8G",2016-08-03,"apartment",237000,"30 years",184860,1.7,0.158667372373205,NA,"Holdout"
197741,"V8G",2012-12-19,"detached",423000,"25 years",325710,1.76,0.102885138325477,NA,"Holdout"
931069,"V8G",2017-10-25,"apartment",234000,"25 years",187200,2.66,0.221505424881501,0,"Estimation"
312470,"V8G",2017-11-04,"apartment",161000,"30 years",128800,1.55,0.0894962661697979,0,"Validation"
504100,"V8G",2017-08-29,"semi-detached/row/town-houses",247000,"25 years",197600,2.66,0.185567182103954,NA,"Holdout"
784413,"V8G",2015-05-16,"semi-detached/row/town-houses",286000,"25 years",228800,2.25,0.232482888945279,0,"Estimation"
548737,"V8J",2018-03-19,"detached",392000,"20 years",309680,2.05,0.151702166018102,0,"Estimation"
382740,"V8J",2012-01-15,"detached",263000,"20 years",207770,3.06,0.187336492486763,0,"Validation"
167149,"V8J",2013-09-09,"apartment",208000,"30 years",166400,2.11,0.192889368909851,0,"Estimation"
958391,"V8J",2017-12-29,"apartment",177000,"25 years",139830,1.68,0.118380742752662,NA,"Holdout"
250508,"V8J",2014-04-07,"semi-detached/row/town-houses",167000,"25 years",120240,2.07,0.0684818393851019,0,"Estimation"
724739,"V8J",2018-09-09,"detached",257000,"25 years",203030,2.91,0.20947126840169,NA,"Holdout"
933022,"V8J",2016-11-20,"detached",332000,"25 years",242360,1.53,0.159904534947473,0,"Estimation"
304837,"V8J",2017-10-21,"detached",429000,"25 years",343200,2.77,0.116573659373678,0,"Validation"
757943,"V8J",2015-05-26,"detached",251000,"20 years",200800,1.35,0.0940628510209038,NA,"Holdout"
895752,"V8J",2014-10-30,"detached",262000,"25 years",209600,2.27,0.101145743383332,0,"Estimation"
303296,"V8J",2017-11-02,"apartment",144000,"30 years",115200,2.46,0.138557921551196,0,"Estimation"
708933,"V8J",2017-09-28,"apartment",207000,"30 years",161460,1.25,0.166878752532021,0,"Estimation"
132600,"V8J",2018-08-21,"detached",284000,"25 years",227200,2.35,0.180562683065094,0,"Validation"
868817,"V8J",2018-11-05,"apartment",158000,"30 years",126400,2.59,0.153017557918437,NA,"Holdout"
900792,"V8J",2017-08-18,"semi-detached/row/town-houses",227000,"25 years",181600,2,0.112226682332296,0,"Validation"
228659,"V8J",2018-05-20,"detached",372000,"20 years",290160,1.93,0.103533578958295,NA,"Holdout"
620216,"V8J",2017-06-07,"apartment",130000,"25 years",104000,1.92,0.1078701442333,0,"Estimation"
195371,"V8J",2018-10-19,"apartment",152000,"30 years",121600,2.58,0.0913675639440882,NA,"Holdout"
755869,"V8J",2018-09-09,"semi-detached/row/town-houses",202000,"25 years",161600,1.82,0.116792799349175,0,"Estimation"
913335,"V8J",2016-10-28,"apartment",188000,"25 years",150400,2.45,0.147749129295163,0,"Validation"
324640,"V8J",2018-09-09,"semi-detached/row/town-houses",269000,"25 years",212510,2.34,0.144527162511406,0,"Estimation"
251586,"V8J",2014-03-16,"apartment",156000,"25 years",124800,2.77,0.159730394646292,0,"Estimation"
509283,"V8J",2011-10-06,"apartment",194000,"25 years",153260,1.95,0.115052896813806,0,"Validation"
494995,"V8J",2016-08-30,"detached",246000,"20 years",196800,2.46,0.0944908693559586,0,"Estimation"
151224,"V8J",2018-02-02,"semi-detached/row/town-houses",237000,"25 years",189600,2.05,0.220734561077082,0,"Estimation"
580692,"V8J",2018-08-16,"semi-detached/row/town-houses",155000,"25 years",122450,1.99,0.0697394043774029,0,"Estimation"
148050,"V8J",2012-01-16,"semi-detached/row/town-houses",233000,"25 years",186400,1.97,0.113870018981892,0,"Estimation"
438861,"V8J",2014-02-18,"detached",420000,"30 years",336000,2.48,0.262248031924311,NA,"Holdout"
375697,"V8J",2012-10-27,"semi-detached/row/town-houses",265000,"25 years",212000,1.45,0.129942484552473,0,"Estimation"
398911,"V8K",2018-10-29,"semi-detached/row/town-houses",424000,"25 years",334960,1.73,0.249473802036359,0,"Estimation"
400858,"V8K",2016-05-22,"detached",733000,"30 years",586400,2,0.383292536687393,0,"Estimation"
980990,"V8K",2015-04-25,"detached",645000,"25 years",470850,2.4,0.424989981847734,0,"Estimation"
6844,"V8K",2017-05-10,"semi-detached/row/town-houses",470000,"25 years",366600,2.22,0.378654910474868,NA,"Holdout"
804693,"V8K",2014-03-20,"detached",735000,"25 years",588000,1.62,0.229084678034886,NA,"Holdout"
134762,"V8K",2016-04-03,"detached",501000,"25 years",400800,1.79,0.211767422923727,0,"Validation"
38344,"V8K",2018-09-24,"detached",836000,"20 years",668800,2.58,0.434187669111737,1,"Validation"
551067,"V8K",2017-09-28,"detached",784000,"25 years",611520,2.08,0.360190560109702,1,"Estimation"
246806,"V8K",2016-07-04,"detached",529000,"25 years",423200,1.91,0.33994080950462,1,"Estimation"
858414,"V8K",2018-02-02,"semi-detached/row/town-houses",432000,"25 years",345600,1.35,0.342940875921257,0,"Estimation"
613331,"V8K",2017-01-15,"detached",669000,"25 years",535200,2.83,0.20294681775148,0,"Estimation"
883673,"V8K",2011-03-07,"semi-detached/row/town-houses",549000,"25 years",422730,1.71,0.281939715394935,0,"Estimation"
838279,"V8K",2016-04-14,"semi-detached/row/town-houses",526000,"25 years",420800,2.02,0.406289721768585,NA,"Holdout"
570689,"V8K",2013-02-05,"semi-detached/row/town-houses",561000,"25 years",437580,2.84,0.309806740645011,0,"Estimation"
511487,"V8K",2012-06-06,"apartment",273000,"25 years",218400,2.54,0.260908376335952,1,"Validation"
725572,"V8L",2013-07-09,"detached",975000,"25 years",711750,2.1,0.226955359783448,0,"Validation"
369706,"V8L",2016-11-09,"detached",688000,"25 years",550400,2.14,0.187817175397508,0,"Estimation"
592834,"V8L",2016-11-24,"semi-detached/row/town-houses",649000,"25 years",519200,2.04,0.215583751676615,0,"Estimation"
244969,"V8L",2016-02-13,"apartment",494000,"25 years",395200,1.68,0.296159987415274,0,"Estimation"
568499,"V8L",2013-12-30,"semi-detached/row/town-houses",738000,"25 years",560880,2.6,0.391259958574483,0,"Estimation"
95346,"V8L",2018-06-04,"apartment",460000,"30 years",335800,1.99,0.257042607649159,0,"Validation"
154944,"V8L",2016-06-17,"detached",871000,"25 years",696800,1.74,0.20290501651036,0,"Estimation"
262675,"V8L",2015-03-09,"detached",881000,"25 years",704800,2.59,0.271408296715082,0,"Estimation"
135956,"V8L",2013-04-28,"detached",706000,"25 years",557740,2.56,0.412193702084045,0,"Validation"
515850,"V8L",2013-03-29,"semi-detached/row/town-houses",685000,"25 years",534300,2.3,0.289722776604716,0,"Estimation"
32223,"V8L",2015-10-19,"semi-detached/row/town-houses",576000,"25 years",432000,2,0.283886886672424,0,"Estimation"
862875,"V8L",2014-09-17,"detached",687000,"25 years",542730,2.71,0.230843926001339,NA,"Holdout"
227475,"V8L",2017-07-16,"semi-detached/row/town-houses",757000,"30 years",575320,2.32,0.39866653537543,NA,"Holdout"
909112,"V8L",2013-02-19,"detached",850000,"20 years",629000,2.11,0.195035593658929,NA,"Holdout"
287692,"V8L",2018-06-04,"apartment",676000,"25 years",507000,2.51,0.408022478287931,1,"Estimation"
903682,"V8L",2018-10-02,"semi-detached/row/town-houses",792000,"25 years",633600,1.84,0.360375865169041,1,"Estimation"
800100,"V8L",2016-08-26,"semi-detached/row/town-houses",775000,"30 years",604500,2.19,0.360662350591154,0,"Estimation"
483654,"V8L",2018-10-30,"detached",826000,"25 years",660800,1.6,0.193626514167584,0,"Estimation"
